EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
1321,40,Male,Technical Degree,Married,Research & Development,Human Resources,Non-Travel,26,2,1.0,92,1,1,3.0,2,Yes,24,1,25,5,4.0,11,3,7,7,No,3
1322,50,Female,Human Resources,Married,Development,Human Resources,Travel_Rarely,6,4,1.0,81,1,2,4.0,6,No,16,4,21,2,1.0,8,6,10,1,No,2
1323,20,Male,Human Resources,Single,Data Science,Manager,Non-Travel,9,5,4.0,53,4,5,2.0,2,Yes,10,2,9,0,2.0,19,6,10,14,No,2
1324,35,Male,Other,Divorced,Research & Development,Laboratory Technician,Non-Travel,25,4,4.0,38,3,4,4.0,2,No,12,2,6,4,4.0,11,10,12,3,No,2
1325,42,Male,Other,Married,Development,Sales Executive,Travel_Frequently,3,5,2.0,66,2,1,4.0,9,Yes,14,2,8,2,4.0,12,8,1,7,No,3
1326,59,Female,Human Resources,Divorced,Data Science,Manufacturing Director,Travel_Frequently,1,1,1.0,82,1,1,4.0,8,No,13,2,24,1,3.0,16,5,12,10,No,1
1327,48,Female,Other,Divorced,Sales,Laboratory Technician,Non-Travel,1,5,3.0,53,1,1,3.0,1,Yes,11,3,14,5,2.0,4,12,6,0,No,2
1328,20,Male,Human Resources,Single,Data Science,Sales Executive,Travel_Frequently,19,2,1.0,50,1,2,4.0,3,No,24,4,12,6,2.0,19,0,8,7,No,3
1329,57,Female,Medical,Single,Finance,Laboratory Technician,Travel_Rarely,5,5,1.0,69,2,1,3.0,5,Yes,10,2,25,4,2.0,12,8,6,2,No,2
1330,41,Male,Human Resources,Single,Research & Development,Manufacturing Director,Travel_Frequently,13,3,4.0,91,2,5,3.0,2,Yes,13,2,20,6,4.0,12,11,11,7,No,2
1331,49,Female,Marketing,Single,Human Resources,Research Director,Travel_Frequently,19,2,2.0,99,3,5,4.0,9,No,16,3,22,0,3.0,9,12,4,5,No,3
1332,39,Male,Other,Divorced,Sales,Human Resources,Travel_Rarely,12,1,1.0,98,4,4,4.0,9,No,20,1,27,0,,14,9,12,6,Yes,2
1333,40,Male,Human Resources,Single,Development,Laboratory Technician,Travel_Frequently,16,2,3.0,43,4,2,1.0,6,Yes,13,1,11,1,3.0,14,8,5,1,Yes,2
1334,19,Female,Human Resources,Single,Research & Development,Manager,Non-Travel,25,3,1.0,71,4,5,2.0,6,No,18,1,23,2,1.0,17,4,3,14,No,3
1335,44,Male,Other,Single,Human Resources,Healthcare Representative,Travel_Rarely,25,1,3.0,79,1,3,1.0,4,No,23,4,12,4,1.0,17,6,13,0,No,3
1336,59,Female,Medical,Single,Data Science,Manager,Non-Travel,19,4,4.0,90,4,3,2.0,2,Yes,17,1,1,1,3.0,1,0,11,5,No,3
1337,19,Female,Medical,Divorced,Human Resources,Manufacturing Director,Travel_Rarely,3,3,2.0,33,1,3,2.0,1,No,17,2,11,2,4.0,10,3,6,11,No,3
1338,43,Male,Other,Single,Research & Development,Manager,Non-Travel,12,1,,46,3,1,1.0,3,Yes,14,3,13,3,2.0,12,11,0,2,Yes,2
1339,34,Male,Life Sciences,Divorced,Research & Development,Sales Representative,Non-Travel,5,5,2.0,86,1,1,1.0,3,No,21,3,29,3,1.0,10,9,3,3,No,3
1340,57,Female,Other,Married,Finance,Human Resources,Travel_Frequently,2,2,1.0,77,3,3,2.0,7,Yes,24,1,18,2,1.0,3,3,2,12,No,3
1341,50,Male,Other,Divorced,Finance,Sales Representative,Non-Travel,22,1,3.0,73,3,4,2.0,7,No,10,3,30,0,3.0,14,4,12,14,No,2
1342,26,Male,Medical,Divorced,Human Resources,Manager,Travel_Frequently,7,2,2.0,74,4,4,2.0,4,Yes,24,2,24,0,4.0,10,5,3,8,No,4
1343,56,Male,Medical,Single,Data Science,Sales Executive,Travel_Rarely,13,5,1.0,62,4,1,3.0,5,Yes,18,1,3,3,3.0,17,3,0,2,No,3
1344,46,Male,Other,Married,Human Resources,Research Scientist,Non-Travel,25,1,4.0,60,1,3,2.0,7,No,11,2,12,0,3.0,15,5,11,1,No,2
1345,59,Male,Other,Married,Research & Development,Sales Executive,Non-Travel,15,4,3.0,76,2,4,4.0,0,No,15,4,2,6,3.0,9,9,12,1,No,2
1346,43,Female,Other,Married,Research & Development,Human Resources,Travel_Rarely,22,3,2.0,35,4,1,4.0,4,Yes,19,2,15,0,3.0,11,6,1,1,No,3
1347,52,Female,Medical,Married,Development,Human Resources,Travel_Rarely,3,1,1.0,63,4,3,4.0,3,Yes,23,2,25,2,3.0,12,2,11,5,No,3
1348,42,Male,Other,Divorced,Finance,Sales Representative,Non-Travel,28,5,2.0,82,2,2,1.0,3,No,14,2,18,5,4.0,8,8,10,1,No,2
1349,41,Male,Other,Married,Development,Research Scientist,Travel_Rarely,21,1,1.0,43,2,3,1.0,1,No,19,2,14,2,3.0,12,7,12,10,Yes,2
1350,30,Male,Technical Degree,Divorced,Sales,Manager,Travel_Frequently,20,2,3.0,45,4,3,1.0,9,No,22,4,31,0,4.0,5,0,8,6,No,4
1351,24,Female,Life Sciences,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,5,1,4.0,72,2,5,2.0,0,No,24,1,20,2,2.0,5,12,14,6,No,3
1352,53,Male,Marketing,Divorced,Development,Sales Executive,Travel_Rarely,24,4,3.0,41,1,5,4.0,5,No,17,2,0,4,2.0,10,1,6,6,No,3
1353,37,Female,Life Sciences,Married,Human Resources,Sales Executive,Non-Travel,8,1,2.0,99,3,2,2.0,6,No,20,1,5,3,2.0,18,1,12,13,No,2
1354,18,Female,Technical Degree,Single,Finance,Healthcare Representative,Travel_Frequently,22,3,2.0,48,3,2,3.0,4,Yes,12,3,26,5,2.0,10,9,5,12,No,2
1355,25,Female,Marketing,Single,Finance,Research Scientist,Travel_Rarely,1,1,1.0,70,4,3,3.0,7,No,15,2,22,4,1.0,9,8,1,1,Yes,3
1356,33,Male,Other,Married,Data Science,Manufacturing Director,Travel_Frequently,8,2,3.0,82,4,4,1.0,8,No,15,2,30,4,4.0,14,11,0,6,No,3
1357,31,Female,Technical Degree,Single,Human Resources,Sales Executive,Travel_Frequently,24,1,1.0,58,1,2,3.0,1,No,19,3,11,0,2.0,12,8,1,9,No,3
1358,29,Male,Other,Single,Data Science,Manufacturing Director,Travel_Frequently,18,4,3.0,99,2,3,4.0,3,No,12,1,20,0,1.0,7,8,6,7,No,2
1359,40,Female,Medical,Divorced,Development,Manager,Non-Travel,20,5,2.0,88,4,1,3.0,8,Yes,21,4,1,4,4.0,4,0,1,7,No,4
1360,32,Male,Human Resources,Divorced,Sales,Manufacturing Director,Travel_Rarely,28,1,1.0,93,3,5,1.0,4,Yes,21,2,4,4,1.0,1,6,2,13,No,3
1361,45,Female,Technical Degree,Married,Human Resources,Sales Executive,Non-Travel,16,1,1.0,53,1,4,2.0,2,Yes,24,3,8,1,1.0,15,14,7,1,Yes,3
1362,51,Male,Medical,Married,Human Resources,Sales Representative,Travel_Rarely,18,3,3.0,45,1,3,3.0,5,Yes,21,3,19,1,3.0,12,11,6,4,Yes,3
1363,19,Female,Technical Degree,Single,Human Resources,Research Scientist,Travel_Rarely,20,4,4.0,81,2,1,4.0,2,No,16,2,17,6,1.0,18,10,11,13,Yes,2
1364,49,Male,Technical Degree,Divorced,Data Science,Human Resources,Non-Travel,12,5,3.0,35,4,5,4.0,4,Yes,20,1,21,3,1.0,8,12,10,5,No,3
1365,40,Male,Medical,Married,Development,Laboratory Technician,Travel_Frequently,13,2,4.0,66,4,1,4.0,2,No,13,1,7,4,4.0,14,2,10,8,No,3
1366,39,Male,Marketing,Married,Human Resources,Research Director,Travel_Frequently,13,1,3.0,33,1,3,2.0,5,No,14,2,33,2,1.0,5,10,13,5,No,2
1367,42,Male,Life Sciences,Married,Human Resources,Research Director,Travel_Rarely,10,5,2.0,67,3,2,4.0,9,Yes,18,3,8,5,3.0,7,8,10,9,No,2
1368,39,Female,Other,Married,Finance,Laboratory Technician,Non-Travel,7,2,1.0,70,4,5,1.0,4,Yes,15,2,6,1,2.0,13,7,8,5,No,2
1369,39,Female,Technical Degree,Married,Sales,Manufacturing Director,Travel_Frequently,25,4,,43,3,1,1.0,8,No,19,4,29,0,2.0,4,2,11,9,No,2
1370,59,Male,Other,Married,Finance,Research Scientist,Travel_Frequently,14,4,2.0,80,1,2,4.0,2,Yes,24,4,17,4,4.0,16,0,3,9,No,3
1371,23,Female,Human Resources,Single,Finance,Manufacturing Director,Travel_Rarely,24,5,3.0,94,4,4,3.0,5,Yes,22,1,26,2,4.0,6,8,6,14,No,4
1372,32,Male,Medical,Divorced,Sales,Human Resources,Travel_Rarely,16,2,1.0,81,3,3,4.0,7,No,13,4,15,5,1.0,8,12,0,5,No,2
1373,54,Male,Other,Divorced,Development,Research Scientist,Non-Travel,15,4,3.0,59,1,3,1.0,6,No,17,3,20,2,4.0,15,9,10,8,No,2
1374,50,Female,Medical,Married,Finance,Laboratory Technician,Travel_Rarely,12,5,4.0,86,3,5,1.0,5,No,18,4,4,6,1.0,17,0,10,9,No,3
1375,25,Male,Other,Divorced,Development,Manufacturing Director,Travel_Frequently,9,4,1.0,59,4,1,1.0,1,No,19,2,28,2,4.0,12,14,1,6,No,3
1376,22,Male,Life Sciences,Divorced,Finance,Healthcare Representative,Travel_Frequently,8,4,4.0,71,2,4,3.0,6,No,14,3,21,0,2.0,17,2,6,0,No,2
1377,56,Female,Life Sciences,Divorced,Research & Development,Sales Executive,Travel_Frequently,18,4,2.0,40,3,5,3.0,7,Yes,11,1,13,1,2.0,9,12,14,0,No,2
1378,21,Male,Life Sciences,Married,Sales,Sales Representative,Travel_Frequently,23,3,2.0,56,2,5,3.0,0,No,24,1,18,2,2.0,0,5,1,13,No,3
1379,23,Male,Life Sciences,Married,Finance,Sales Representative,Non-Travel,18,2,3.0,53,4,1,1.0,8,No,24,4,34,5,2.0,17,5,5,3,Yes,4
1380,49,Male,Life Sciences,Divorced,Research & Development,Human Resources,Non-Travel,13,5,4.0,68,2,4,2.0,3,No,15,1,23,1,1.0,18,13,12,14,No,2
1381,47,Male,Life Sciences,Divorced,Data Science,Manufacturing Director,Travel_Rarely,28,5,4.0,47,1,1,4.0,7,Yes,20,2,5,6,1.0,1,10,9,11,No,2
1382,52,Female,Medical,Married,Research & Development,Manager,Travel_Rarely,27,2,1.0,74,2,3,4.0,9,No,24,3,2,6,1.0,3,9,11,1,Yes,2
1383,57,Female,Technical Degree,Single,Human Resources,Research Scientist,Travel_Rarely,18,2,4.0,41,3,2,1.0,6,No,21,2,33,3,2.0,10,3,8,2,No,3
1384,33,Female,Other,Divorced,Finance,Manufacturing Director,Non-Travel,15,2,4.0,78,3,3,3.0,9,Yes,17,2,1,0,3.0,2,1,10,11,Yes,3
1385,30,Male,Life Sciences,Single,Research & Development,Research Scientist,Travel_Frequently,4,2,1.0,60,2,3,2.0,6,No,22,2,14,1,2.0,8,12,4,6,No,3
1386,59,Male,Medical,Divorced,Development,Healthcare Representative,Travel_Rarely,17,1,1.0,51,1,5,2.0,1,No,14,2,14,6,2.0,9,9,9,13,Yes,2
1387,47,Female,Medical,Single,Data Science,Sales Representative,Travel_Frequently,5,5,4.0,73,4,3,3.0,0,No,10,3,31,6,3.0,1,5,6,6,Yes,3
1388,36,Male,Medical,Single,Finance,Sales Executive,Travel_Rarely,22,1,3.0,93,2,4,4.0,3,Yes,17,3,20,1,3.0,6,9,12,13,No,2
1389,34,Male,Technical Degree,Single,Human Resources,Sales Representative,Travel_Rarely,16,4,1.0,54,3,3,4.0,1,Yes,18,2,16,2,4.0,14,4,0,11,No,3
1390,36,Male,Other,Married,Research & Development,Manager,Travel_Rarely,9,4,1.0,80,3,4,2.0,7,No,10,2,33,5,2.0,18,12,7,2,No,2
1391,45,Male,Technical Degree,Single,Data Science,Manager,Travel_Rarely,10,5,4.0,36,2,1,2.0,9,No,17,1,31,2,3.0,9,5,8,12,No,3
1392,43,Female,Marketing,Single,Finance,Research Director,Travel_Rarely,24,4,4.0,35,2,5,3.0,6,No,19,1,22,5,4.0,19,6,14,1,No,3
1393,54,Female,Medical,Single,Data Science,Research Director,Travel_Frequently,18,2,1.0,53,2,4,4.0,7,Yes,21,3,34,6,3.0,13,10,12,14,No,2
1394,43,Female,Marketing,Divorced,Human Resources,Manager,Travel_Rarely,17,1,4.0,48,4,3,,5,Yes,11,1,32,6,3.0,3,8,4,12,No,3
1395,40,Male,Human Resources,Single,Research & Development,Laboratory Technician,Travel_Frequently,18,2,1.0,38,3,5,4.0,0,Yes,13,3,24,0,4.0,10,11,5,12,No,2
1396,26,Female,Life Sciences,Divorced,Data Science,Healthcare Representative,Non-Travel,7,4,3.0,65,3,5,2.0,8,Yes,22,3,20,1,2.0,2,11,12,0,No,2
1397,29,Female,Life Sciences,Single,Data Science,Research Scientist,Travel_Rarely,4,1,3.0,69,3,4,3.0,5,Yes,24,4,33,4,4.0,16,13,10,8,Yes,3
1398,18,Male,Technical Degree,Single,Sales,Healthcare Representative,Travel_Frequently,26,2,1.0,53,4,4,4.0,9,Yes,24,3,18,6,2.0,6,6,7,9,Yes,3
1399,18,Male,Other,Married,Data Science,Human Resources,Non-Travel,5,5,1.0,77,1,2,2.0,0,No,11,1,26,5,3.0,10,3,3,2,No,2
1400,51,Female,Marketing,Divorced,Sales,Sales Executive,Non-Travel,28,2,2.0,92,3,2,2.0,0,Yes,11,4,8,5,4.0,17,9,1,8,No,2
1401,49,Female,Other,Single,Research & Development,Healthcare Representative,Non-Travel,23,4,2.0,98,3,5,2.0,7,No,19,1,4,2,1.0,13,4,14,14,No,2
1402,42,Female,Technical Degree,Divorced,Finance,Manager,Travel_Frequently,16,1,4.0,82,1,2,2.0,5,Yes,12,3,4,2,3.0,13,14,9,14,No,2
1403,57,Female,Life Sciences,Divorced,Finance,Sales Representative,Travel_Rarely,3,5,4.0,83,4,3,3.0,7,No,23,3,24,6,4.0,5,12,7,3,No,4
1404,18,Male,Other,Married,Research & Development,Human Resources,Travel_Rarely,26,1,1.0,71,1,1,4.0,7,Yes,17,2,25,6,3.0,8,5,1,14,No,3
1405,33,Female,Other,Married,Research & Development,Manager,Travel_Frequently,18,5,1.0,74,1,5,4.0,7,No,13,3,18,3,4.0,2,12,4,9,No,2
1406,56,Female,Life Sciences,Married,Development,Healthcare Representative,Travel_Rarely,29,1,2.0,43,1,1,1.0,9,No,16,4,29,5,2.0,16,8,14,5,No,1
1407,22,Male,Marketing,Married,Research & Development,Sales Representative,Travel_Frequently,23,4,2.0,58,1,2,4.0,6,No,21,3,15,0,1.0,11,4,12,12,No,2
1408,39,Female,Life Sciences,Married,Data Science,Sales Executive,Travel_Rarely,21,5,1.0,35,4,4,1.0,6,Yes,19,2,6,1,3.0,3,4,5,6,No,3
1409,46,Male,Other,Married,Finance,Healthcare Representative,Non-Travel,14,3,3.0,36,4,5,2.0,9,Yes,12,3,17,1,1.0,19,6,4,9,No,2
1410,20,Male,Marketing,Married,Human Resources,Research Scientist,Travel_Rarely,15,1,3.0,66,1,2,3.0,3,Yes,19,3,20,1,2.0,15,1,5,13,No,3
1411,29,Male,Marketing,Married,Finance,Manufacturing Director,Travel_Frequently,17,1,4.0,82,2,3,3.0,8,No,21,3,30,5,4.0,9,2,5,5,No,4
1412,43,Female,Life Sciences,Single,Sales,Sales Representative,Travel_Frequently,1,2,1.0,47,2,5,2.0,1,No,23,2,0,2,1.0,6,11,2,0,No,3
1413,33,Female,Other,Divorced,Finance,Healthcare Representative,Non-Travel,25,5,1.0,67,2,5,1.0,8,No,24,1,2,0,4.0,9,1,10,5,No,3
1414,54,Male,Technical Degree,Married,Development,Manager,Travel_Frequently,21,3,4.0,88,2,4,2.0,9,Yes,23,3,30,1,2.0,6,9,10,10,No,3
1415,39,Female,Other,Married,Research & Development,Research Scientist,Travel_Rarely,17,4,2.0,30,3,5,3.0,2,Yes,22,4,24,5,3.0,17,9,2,13,No,3
1416,46,Female,Medical,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,23,2,2.0,97,4,4,3.0,1,No,20,2,7,4,2.0,8,11,8,5,No,3
1417,31,Male,Human Resources,Single,Finance,Sales Representative,Non-Travel,25,3,3.0,73,4,2,4.0,3,Yes,23,4,0,6,,17,13,2,4,No,4
1418,45,Male,Technical Degree,Divorced,Human Resources,Research Scientist,Travel_Frequently,11,5,1.0,76,1,3,1.0,4,Yes,12,3,6,3,1.0,16,1,2,2,No,2
1419,22,Female,Marketing,Divorced,Human Resources,Manager,Non-Travel,17,3,2.0,64,3,3,4.0,1,Yes,11,2,6,3,1.0,10,2,10,9,No,1
1420,47,Male,Technical Degree,Married,Development,Healthcare Representative,Travel_Rarely,26,1,3.0,89,1,5,3.0,0,Yes,22,3,7,1,4.0,0,5,13,2,No,3
1421,22,Female,Marketing,Divorced,Sales,Sales Executive,Non-Travel,14,1,3.0,81,1,5,3.0,9,No,21,4,18,2,3.0,16,4,1,10,No,4
1422,29,Female,Marketing,Divorced,Finance,Manufacturing Director,Travel_Frequently,29,2,3.0,37,4,2,4.0,4,Yes,15,2,16,3,1.0,3,10,6,9,Yes,2
1423,33,Female,Technical Degree,Married,Research & Development,Research Scientist,Non-Travel,20,5,2.0,70,3,4,4.0,8,Yes,15,1,10,3,1.0,3,14,9,12,Yes,2
1424,43,Female,Marketing,Married,Finance,Manufacturing Director,Travel_Frequently,19,5,2.0,32,2,3,3.0,4,No,10,1,10,3,1.0,13,13,9,6,No,1
1425,43,Male,Marketing,Married,Development,Sales Executive,Travel_Frequently,21,3,1.0,98,4,4,4.0,9,No,16,1,1,3,2.0,8,12,3,7,No,3
1426,38,Male,Medical,Married,Data Science,Research Scientist,Travel_Rarely,7,2,1.0,43,3,2,4.0,8,Yes,21,3,3,1,1.0,12,4,0,13,No,3
1427,56,Male,Other,Divorced,Data Science,Research Director,Travel_Rarely,24,5,3.0,55,3,3,1.0,9,Yes,23,2,27,5,2.0,15,1,5,2,No,3
1428,53,Male,Other,Divorced,Development,Manager,Travel_Rarely,13,1,3.0,99,4,3,3.0,5,Yes,23,4,32,0,,0,1,4,2,No,4
1429,50,Female,Human Resources,Single,Research & Development,Research Scientist,Travel_Frequently,18,3,2.0,87,4,1,2.0,2,Yes,13,4,10,0,2.0,2,11,13,6,No,2
1430,47,Female,Human Resources,Single,Development,Manager,Non-Travel,23,4,2.0,69,1,2,1.0,3,No,22,3,2,2,4.0,18,0,10,9,No,3
1431,54,Male,Medical,Divorced,Research & Development,Human Resources,Travel_Frequently,14,1,1.0,80,1,2,2.0,3,No,20,3,4,5,4.0,7,2,1,11,No,3
1432,40,Female,Human Resources,Single,Human Resources,Sales Representative,Travel_Rarely,1,2,1.0,34,1,1,4.0,0,No,21,4,20,6,2.0,17,11,5,6,No,2
1433,27,Female,Technical Degree,Divorced,Development,Human Resources,Travel_Rarely,7,5,4.0,61,2,4,4.0,2,Yes,12,2,21,4,3.0,5,11,0,10,No,3
1434,22,Female,Life Sciences,Single,Research & Development,Healthcare Representative,Non-Travel,8,1,1.0,30,4,1,2.0,2,Yes,22,3,10,0,3.0,19,10,2,8,No,4
1435,53,Male,Life Sciences,Married,Development,Sales Representative,Travel_Rarely,18,4,2.0,83,3,2,4.0,0,No,22,2,21,4,2.0,5,13,3,13,No,3
1436,51,Male,Life Sciences,Single,Development,Sales Representative,Travel_Rarely,9,4,3.0,40,4,4,4.0,8,Yes,17,4,12,0,4.0,4,6,12,5,No,2
1437,48,Male,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,1,2,4.0,82,3,3,1.0,0,No,11,2,2,0,2.0,11,10,2,14,No,3
1438,27,Female,Medical,Married,Research & Development,Sales Representative,Non-Travel,29,1,1.0,37,2,1,2.0,8,No,18,1,12,2,3.0,8,4,14,12,Yes,2
1439,36,Male,Marketing,Married,Sales,Sales Executive,Travel_Frequently,22,3,1.0,54,4,4,1.0,0,No,22,4,27,3,2.0,8,6,12,6,No,3
1440,49,Male,Life Sciences,Married,Development,Human Resources,Travel_Rarely,17,1,2.0,69,3,4,2.0,1,No,17,1,10,2,,16,8,5,10,No,3
1441,18,Male,Technical Degree,Single,Data Science,Manager,Non-Travel,19,4,4.0,61,3,4,1.0,1,No,17,4,10,0,3.0,18,5,10,9,No,3
1442,22,Male,Human Resources,Divorced,Development,Healthcare Representative,Travel_Rarely,27,2,1.0,57,1,1,3.0,5,No,22,1,20,5,3.0,16,1,3,0,No,3
1443,21,Male,Technical Degree,Married,Development,Sales Representative,Non-Travel,6,2,3.0,32,2,3,3.0,6,No,12,2,20,3,1.0,15,0,13,6,Yes,2
1444,33,Male,Human Resources,Single,Research & Development,Healthcare Representative,Travel_Rarely,3,3,2.0,91,4,4,2.0,0,Yes,22,4,6,5,1.0,11,0,0,1,No,4
1445,41,Female,Life Sciences,Married,Development,Healthcare Representative,Non-Travel,24,2,4.0,56,1,1,3.0,2,No,13,4,16,5,3.0,2,9,4,6,No,2
1446,33,Female,Life Sciences,Single,Finance,Sales Representative,Travel_Rarely,5,2,,74,2,2,1.0,1,No,11,1,13,5,3.0,13,8,4,2,No,2
1447,19,Male,Life Sciences,Single,Development,Sales Representative,Travel_Frequently,2,2,1.0,54,1,1,2.0,7,Yes,11,2,32,3,2.0,16,13,8,8,No,1
1448,45,Male,Medical,Single,Finance,Laboratory Technician,Travel_Rarely,20,2,4.0,90,4,1,3.0,8,No,13,4,10,5,4.0,15,5,7,12,No,3
1449,49,Female,Human Resources,Divorced,Data Science,Laboratory Technician,Non-Travel,25,2,2.0,73,3,1,3.0,1,Yes,15,3,12,3,3.0,11,5,14,4,No,2
1450,44,Female,Medical,Single,Research & Development,Laboratory Technician,Travel_Rarely,4,4,4.0,75,4,4,2.0,1,No,14,1,0,4,4.0,1,3,7,6,No,3
1451,37,Male,Medical,Single,Development,Manager,Travel_Frequently,10,1,4.0,43,2,1,3.0,9,Yes,24,4,33,6,3.0,7,11,4,7,Yes,4
1452,41,Male,Other,Divorced,Finance,Manager,Travel_Rarely,10,5,2.0,37,4,2,3.0,8,Yes,10,2,8,0,4.0,11,13,7,12,No,2
1453,29,Male,Technical Degree,Divorced,Finance,Laboratory Technician,Non-Travel,24,2,1.0,77,2,4,2.0,3,Yes,22,2,12,1,1.0,15,1,13,11,No,2
1454,52,Male,Technical Degree,Single,Finance,Laboratory Technician,Non-Travel,21,5,3.0,43,1,2,3.0,4,No,19,2,29,5,3.0,7,9,9,1,Yes,3
1455,50,Female,Marketing,Divorced,Human Resources,Research Director,Travel_Frequently,11,5,2.0,94,2,5,3.0,8,Yes,10,2,6,2,2.0,15,2,6,10,No,2
1456,50,Male,Medical,Married,Sales,Research Director,Non-Travel,27,4,3.0,36,3,1,3.0,5,No,24,1,13,4,4.0,9,2,0,0,No,4
1457,54,Male,Human Resources,Married,Data Science,Sales Representative,Travel_Rarely,16,2,1.0,78,3,4,3.0,9,No,15,4,5,2,3.0,19,7,11,6,No,2
1458,29,Male,Other,Divorced,Development,Manufacturing Director,Travel_Rarely,26,5,4.0,84,3,4,4.0,8,No,12,1,33,1,1.0,14,5,6,14,Yes,2
1459,20,Male,Other,Divorced,Human Resources,Manufacturing Director,Travel_Rarely,29,2,3.0,42,1,1,2.0,8,No,12,1,15,3,1.0,3,6,10,5,No,1
1460,18,Female,Technical Degree,Single,Development,Laboratory Technician,Non-Travel,29,3,1.0,85,2,3,4.0,6,No,16,2,5,1,1.0,14,8,7,5,No,2
1461,50,Female,Medical,Divorced,Development,Healthcare Representative,Travel_Rarely,17,3,1.0,85,1,3,4.0,9,No,22,3,7,2,1.0,3,0,2,1,Yes,3
1462,57,Female,Marketing,Single,Research & Development,Laboratory Technician,Travel_Rarely,16,3,4.0,44,4,2,1.0,8,No,22,2,23,1,3.0,10,1,8,2,No,3
1463,27,Male,Medical,Married,Research & Development,Research Director,Travel_Rarely,7,5,4.0,86,4,1,4.0,4,Yes,10,3,2,0,2.0,5,14,7,3,No,2
1464,46,Male,Life Sciences,Divorced,Research & Development,Sales Representative,Travel_Frequently,16,3,1.0,87,4,1,4.0,4,No,10,1,3,1,4.0,3,8,1,2,Yes,2
1465,30,Female,Medical,Single,Human Resources,Laboratory Technician,Non-Travel,3,4,1.0,64,4,5,1.0,7,No,23,2,31,5,2.0,8,4,5,1,No,3
1466,29,Male,Life Sciences,Single,Development,Human Resources,Non-Travel,26,4,3.0,45,3,3,3.0,9,Yes,22,2,0,0,4.0,8,3,3,2,No,4
1467,48,Male,Life Sciences,Married,Sales,Healthcare Representative,Non-Travel,16,5,1.0,37,2,3,3.0,3,No,19,1,33,5,2.0,2,0,2,13,No,3
1468,19,Female,Marketing,Divorced,Data Science,Human Resources,Travel_Frequently,8,2,1.0,74,3,1,4.0,8,Yes,12,2,8,6,3.0,4,8,10,5,No,2
1469,52,Female,Human Resources,Married,Research & Development,Sales Representative,Non-Travel,12,1,3.0,69,2,2,1.0,6,Yes,23,4,11,6,3.0,14,10,5,8,No,3
1470,40,Female,Technical Degree,Single,Research & Development,Sales Representative,Travel_Frequently,3,2,2.0,83,2,1,3.0,6,No,17,3,9,1,4.0,8,12,9,3,No,2
1471,34,Female,Medical,Single,Development,Manager,Travel_Frequently,17,2,3.0,43,1,2,1.0,2,No,10,3,9,0,3.0,1,8,12,5,No,1
1472,43,Male,Life Sciences,Divorced,Development,Research Scientist,Non-Travel,21,2,3.0,88,4,3,2.0,3,Yes,19,3,22,0,4.0,2,3,14,0,Yes,3
1473,25,Male,Medical,Single,Human Resources,Human Resources,Travel_Rarely,18,2,4.0,82,2,5,2.0,6,No,22,2,5,6,2.0,11,8,8,11,No,3
1474,46,Female,Human Resources,Divorced,Human Resources,Manager,Travel_Rarely,11,1,3.0,56,4,4,2.0,4,Yes,13,4,23,1,3.0,15,9,1,5,No,3
1475,43,Male,Technical Degree,Married,Research & Development,Research Director,Non-Travel,4,3,1.0,76,4,3,2.0,2,Yes,18,2,23,4,3.0,4,12,9,11,No,2
1476,27,Female,Human Resources,Divorced,Development,Sales Executive,Non-Travel,16,2,1.0,35,4,2,4.0,0,No,23,3,20,3,4.0,9,0,9,2,No,4
1477,43,Female,Technical Degree,Divorced,Sales,Healthcare Representative,Travel_Frequently,17,4,1.0,84,3,1,2.0,6,Yes,13,2,30,3,4.0,14,14,9,8,No,3
1478,51,Male,Other,Single,Data Science,Sales Executive,Non-Travel,9,5,2.0,73,4,3,2.0,5,No,19,3,29,3,4.0,13,4,4,3,Yes,3
1479,58,Female,Technical Degree,Single,Development,Research Director,Travel_Frequently,6,5,1.0,47,2,5,1.0,9,No,17,1,33,0,,13,0,5,6,No,2
1480,24,Male,Marketing,Divorced,Development,Research Director,Non-Travel,24,4,2.0,45,3,2,3.0,6,Yes,16,3,17,6,1.0,12,3,3,3,No,3
1481,21,Male,Human Resources,Single,Finance,Sales Executive,Travel_Rarely,27,2,1.0,41,4,1,1.0,1,Yes,12,1,11,3,4.0,15,11,6,10,No,2
1482,28,Male,Life Sciences,Single,Human Resources,Human Resources,Travel_Rarely,20,1,3.0,49,1,4,4.0,3,No,16,1,34,6,1.0,7,4,1,5,No,3
1483,46,Male,Other,Single,Data Science,Research Scientist,Non-Travel,25,3,4.0,74,4,2,2.0,1,No,24,1,6,0,2.0,7,13,6,13,No,4
